2025/02/11-02:00:01.683,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:17.684,CacheEconomyPacketHandler.cpp,34,(debug),[cache economy packet handler], HandleCacheEconomyPingOk; <BEGIN PACKET HANDLER>
2025/02/11-02:03:17.684,CacheEconomyPacketHandler.cpp,49,(debug),[cache economy packet handler], HandleCacheEconomyPingOk; decomposed packet, fromWid:0, toWid:7801, relayTid:0x3F, pingSeq:63
2025/02/11-02:03:17.684,CacheEconomyPacketHandler.cpp,78,(debug),[cache economy packet handler], HandleCacheEconomyPingOk; <END PACKET HANDLER>
2025/02/11-02:03:17.684,CacheGatePacketHandler.cpp,105,(debug),[cachegate packet handler], HandleCacheGateRelay; <END PACKET HANDLER>
2025/02/11-02:03:17.684,ThreadFreePacketPump.cpp,93,(debug),[packet-pump], handle end, 64, session:0x0000000100000001, command:4
2025/02/11-02:03:18.678,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:18.678,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:19.686,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:19.686,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:20.681,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:20.681,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:21.687,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:21.687,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:22.683,UnsentPostChecker.cpp,23,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:22.683,UnsentPostChecker.cpp,27,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:22.683,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:22.683,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:23.681,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:23.681,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:24.693,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:24.693,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:25.690,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:25.690,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:26.677,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:26.677,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:27.678,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:27.678,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:27.678,UnsentPostChecker.cpp,23,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:27.678,UnsentPostChecker.cpp,27,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:28.682,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:28.682,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:29.684,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:29.684,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:30.678,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:30.678,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:31.692,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:31.692,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:32.680,UnsentPostChecker.cpp,23,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:32.680,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:32.680,UnsentPostChecker.cpp,27,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:32.680,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:33.688,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:33.688,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:34.679,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:34.679,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:35.681,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:35.681,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:36.687,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:36.687,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:37.681,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:37.681,UnsentPostChecker.cpp,23,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:37.681,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:37.681,UnsentPostChecker.cpp,27,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:38.693,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:38.693,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:39.687,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:39.687,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:40.682,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:40.682,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:41.687,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:41.687,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:42.685,UnsentPostChecker.cpp,23,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:42.685,UnsentPostChecker.cpp,27,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:42.685,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:42.685,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:43.681,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:43.681,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:44.690,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:44.690,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:45.682,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:45.682,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:46.695,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:46.696,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:47.686,UnsentPostChecker.cpp,23,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:47.686,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:47.686,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:47.686,UnsentPostChecker.cpp,27,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:48.680,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:48.680,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:49.692,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:49.692,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:50.681,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:50.681,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:51.694,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:51.694,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:52.685,UnsentPostChecker.cpp,23,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:52.685,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:52.685,UnsentPostChecker.cpp,27,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:52.685,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:53.685,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:53.685,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:54.681,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:54.681,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:55.690,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:55.690,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:56.676,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:56.676,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:57.690,UnsentPostChecker.cpp,23,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:57.690,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:57.690,UnsentPostChecker.cpp,27,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:57.690,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:58.679,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:58.679,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:03:59.681,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:03:59.681,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:00.690,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:00.690,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:01.689,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:01.689,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:02.688,UnsentPostChecker.cpp,23,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:02.688,UnsentPostChecker.cpp,27,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:02.688,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:02.688,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:03.674,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:03.674,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:04.682,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:04.682,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:05.688,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:05.688,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:06.685,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:06.685,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:07.680,UnsentPostChecker.cpp,23,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:07.680,UnsentPostChecker.cpp,27,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:07.680,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:07.680,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:08.692,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:08.692,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:09.682,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:09.682,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:10.690,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:10.690,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:11.682,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:11.682,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:12.694,UnsentPostChecker.cpp,23,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:12.694,UnsentPostChecker.cpp,27,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:12.694,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:12.694,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:13.687,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:13.687,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:14.673,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:14.673,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:15.686,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:15.686,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:16.683,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:16.683,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:17.669,PingGenerator.cpp,25,(debug),[ping generator], PingGenerator::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:17.669,UnsentPostChecker.cpp,23,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:17.669,UnsentPostChecker.cpp,27,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:17.669,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:17.669,CacheGateChannel.cpp,115,(debug),[cachegate channel], CacheGateChannel::composeRelayHeader; composed relay header, fromWid:0, toWid:7801, relayTid:0x40, hint:1031, reserved:0
2025/02/11-02:04:17.669,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:17.669,PingRelay.cpp,120,(debug),[relay context], PingRelayContext::ComposeRequestPacket; composed ping relay request packet, fromWid:0, toWid:7801, relayTid:0x40, pingSeq:64
2025/02/11-02:04:17.669,PingRelay.cpp,39,(notice),[relay context], PingRelayContext::processRelayRequest; sent ping relay request, relayTid:0x40
2025/02/11-02:04:17.669,PingGenerator.cpp,29,(debug),[ping generator], PingGenerator::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:17.669,ThreadFreePacketPump.cpp,187,(debug),[packet-pump], post, 65
2025/02/11-02:04:17.669,ThreadFreePacketPump.cpp,87,(debug),[packet-pump], handle start, 65, session:0x0000000100000001, command:4
2025/02/11-02:04:17.669,CacheGatePacketHandler.cpp,73,(debug),[cachegate packet handler], HandleCacheGateRelay; <BEGIN PACKET HANDLER>
2025/02/11-02:04:17.669,CacheGatePacketHandler.cpp,89,(debug),[cachegate packet handler], HandleCacheGateRelay; decomposed packet, fromWid:7801, toWid:0, relayTid:0x40, hint:1032, reserved:0, economyCmd:1032
2025/02/11-02:04:17.669,CacheEconomyPacketHandler.cpp,34,(debug),[cache economy packet handler], HandleCacheEconomyPingOk; <BEGIN PACKET HANDLER>
2025/02/11-02:04:17.669,CacheEconomyPacketHandler.cpp,49,(debug),[cache economy packet handler], HandleCacheEconomyPingOk; decomposed packet, fromWid:0, toWid:7801, relayTid:0x40, pingSeq:64
2025/02/11-02:04:17.669,CacheEconomyPacketHandler.cpp,78,(debug),[cache economy packet handler], HandleCacheEconomyPingOk; <END PACKET HANDLER>
2025/02/11-02:04:17.669,CacheGatePacketHandler.cpp,105,(debug),[cachegate packet handler], HandleCacheGateRelay; <END PACKET HANDLER>
2025/02/11-02:04:17.669,ThreadFreePacketPump.cpp,93,(debug),[packet-pump], handle end, 65, session:0x0000000100000001, command:4
2025/02/11-02:04:18.671,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:18.671,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:19.673,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:19.673,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:20.681,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:20.681,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:21.690,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:21.690,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:22.688,UnsentPostChecker.cpp,23,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:22.688,RelayTimeoutChecker.cpp,24,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <BEGIN TIMER HANDLER>
2025/02/11-02:04:22.688,UnsentPostChecker.cpp,27,(debug),[unsent post checker], UnsentPostChecker::HandleEvent; <END TIMER HANDLER>
2025/02/11-02:04:22.688,RelayTimeoutChecker.cpp,28,(debug),[relay timeout checker], RelayTimeoutChecker::HandleEvent; <END TIMER HANDLER>
